time,alt,atmos_pressure,base_time,lat,lon,org_precip_rate_mean,pwd_mean_vis_10min,pwd_mean_vis_1min,pwd_precip_rate_mean_1min,qc_atmos_pressure,qc_logger_temp,qc_logger_volt,qc_org_precip_rate_mean,qc_pwd_cumul_rain,qc_pwd_cumul_snow,qc_pwd_mean_vis_10min,qc_pwd_mean_vis_1min,qc_pwd_precip_rate_mean_1min,qc_pwd_pw_code_15min,qc_pwd_pw_code_1hr,qc_pwd_pw_code_inst,qc_rh_mean,qc_tbrg_precip_total,qc_tbrg_precip_total_corr,qc_temp_mean,qc_vapor_pressure_mean,qc_wdir_vec_mean,qc_wspd_arith_mean,qc_wspd_vec_mean,rh_mean,tbrg_precip_total_corr,temp_mean,time_offset,vapor_pressure_mean,wdir_vec_mean,wspd_arith_mean,wspd_vec_mean,dew_point,specific_humidity
2025-05-23 00:14:00,45.0,100.38,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,0.0,14.99,2025-05-23 00:14:00,1.444,285.7,1.08,1.062,11.95,8.697278328032466
2025-05-23 00:15:00,45.0,100.38,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,0.0,14.9,2025-05-23 00:15:00,1.448,287.3,0.691,0.596,12.0,8.72613579342327
2025-05-23 00:16:00,45.0,100.38,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,0.0,14.79,2025-05-23 00:16:00,1.437,293.4,1.267,1.158,11.889999999999999,8.662760875748232
2025-05-23 00:17:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5,0.0,14.87,2025-05-23 00:17:00,1.429,298.7,1.076,1.0,11.77,8.593228940717196
2025-05-23 00:18:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.1,0.0,14.89,2025-05-23 00:18:00,1.423,303.6,1.062,1.039,11.709999999999999,8.559077699782682
2025-05-23 00:19:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.7,0.0,14.81,2025-05-23 00:19:00,1.426,278.6,1.717,1.661,11.75,8.581831818157617
2025-05-23 00:20:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4,0.0,14.81,2025-05-23 00:20:00,1.404,280.8,1.744,1.6,11.490000000000002,8.434881875202537
2025-05-23 00:21:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,0.0,14.79,2025-05-23 00:21:00,1.401,293.5,1.944,1.718,11.45,8.412472996587267
2025-05-23 00:22:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1,0.0,14.75,2025-05-23 00:22:00,1.394,275.6,2.221,2.043,11.37,8.367813259342881
2025-05-23 00:23:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,0.0,14.72,2025-05-23 00:23:00,1.381,289.9,1.563,1.468,11.22,8.28464153665197
2025-05-23 00:24:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.8,0.0,14.69,2025-05-23 00:24:00,1.382,302.1,1.284,1.243,11.25,8.301217095388054
2025-05-23 00:25:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,0.0,14.58,2025-05-23 00:25:00,1.39,275.7,1.127,1.067,11.34,8.35112003892011
2025-05-23 00:26:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2,0.0,14.6,2025-05-23 00:26:00,1.382,292.3,1.241,1.166,11.24,8.295688650485816
2025-05-23 00:27:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4,0.0,14.67,2025-05-23 00:27:00,1.375,277.9,2.149,2.052,11.150000000000002,8.246079111368786
2025-05-23 00:28:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6,0.0,14.7,2025-05-23 00:28:00,1.364,289.4,2.056,1.89,11.019999999999998,8.174884502783394
2025-05-23 00:29:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.8,0.0,14.76,2025-05-23 00:29:00,1.356,276.5,1.209,1.113,10.919999999999998,8.120490228555505
2025-05-23 00:30:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.1,0.0,14.76,2025-05-23 00:30:00,1.361,293.1,1.132,1.024,10.979999999999999,8.153088212031856
2025-05-23 00:31:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2,0.0,14.64,2025-05-23 00:31:00,1.369,290.6,0.98,0.952,11.080000000000002,8.207675655088671
2025-05-23 00:32:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0.0,14.58,2025-05-23 00:32:00,1.361,269.3,1.976,1.893,10.98,8.153088212031856
2025-05-23 00:33:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,0.0,14.65,2025-05-23 00:33:00,1.35,298.1,1.235,1.19,10.850000000000001,8.08260511074746
2025-05-23 00:34:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8,0.0,14.59,2025-05-23 00:34:00,1.358,275.5,1.166,1.061,10.95,8.13677476966562
2025-05-23 00:35:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9,0.0,14.56,2025-05-23 00:35:00,1.356,277.5,2.166,2.079,10.940000000000001,8.131343380235968
2025-05-23 00:36:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9,0.0,14.54,2025-05-23 00:36:00,1.355,296.6,1.707,1.588,10.92,8.120490228555505
2025-05-23 00:37:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0.0,14.5,2025-05-23 00:37:00,1.352,289.2,2.238,2.185,10.9,8.1096499021676
2025-05-23 00:38:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3,0.0,14.54,2025-05-23 00:38:00,1.346,281.8,2.553,2.46,10.799999999999999,8.055640190636426
2025-05-23 00:39:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,0.0,14.59,2025-05-23 00:39:00,1.344,285.3,0.923,0.901,10.79,8.050256773182904
2025-05-23 00:40:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.7,0.0,14.54,2025-05-23 00:40:00,1.351,287.8,2.069,1.843,10.879999999999999,8.098822387947157
2025-05-23 00:41:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4,0.0,14.53,2025-05-23 00:41:00,1.345,267.8,1.704,1.669,10.81,8.061026794767903
2025-05-23 00:42:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.5,0.0,14.52,2025-05-23 00:42:00,1.346,277.4,1.38,1.332,10.82,8.066416587210485
2025-05-23 00:43:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1,0.0,14.45,2025-05-23 00:43:00,1.35,282.0,1.573,1.534,10.869999999999997,8.09341343130127
2025-05-23 00:44:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.1,0.0,14.43,2025-05-23 00:44:00,1.349,285.2,1.691,1.631,10.849999999999998,8.08260511074746
2025-05-23 00:45:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8,0.0,14.44,2025-05-23 00:45:00,1.346,276.8,2.159,2.046,10.799999999999999,8.055640190636426
2025-05-23 00:46:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.7,0.0,14.49,2025-05-23 00:46:00,1.346,280.3,1.294,1.182,10.830000000000002,8.07180956959808
2025-05-23 00:47:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4,0.0,14.42,2025-05-23 00:47:00,1.353,291.1,1.45,1.352,10.900000000000002,8.1096499021676
2025-05-23 00:48:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9,0.0,14.35,2025-05-23 00:48:00,1.356,284.2,1.751,1.655,10.93,8.1259152004134
2025-05-23 00:49:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.7,0.0,14.35,2025-05-23 00:49:00,1.352,285.4,2.179,2.056,10.89,8.104234544356318
2025-05-23 00:50:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1,0.0,14.33,2025-05-23 00:50:00,1.356,284.4,1.558,1.492,10.95,8.13677476966562
2025-05-23 00:51:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,0.0,14.35,2025-05-23 00:51:00,1.356,278.2,1.521,1.433,10.95,8.13677476966562
2025-05-23 00:52:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6,0.0,14.35,2025-05-23 00:52:00,1.349,282.7,1.994,1.911,10.869999999999997,8.09341343130127
2025-05-23 00:53:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3,0.0,14.4,2025-05-23 00:53:00,1.35,269.3,1.065,0.985,10.86,8.088007672780513
2025-05-23 00:54:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,0.0,14.37,2025-05-23 00:54:00,1.349,290.9,0.838,0.801,10.87,8.09341343130127
2025-05-23 00:55:00,45.0,100.39,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9,0.0,14.33,2025-05-23 00:55:00,1.353,280.1,1.405,1.358,10.91,8.115068463020584
2025-05-23 00:56:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4,0.0,14.29,2025-05-23 00:56:00,1.357,285.8,1.628,1.563,10.97,8.146831646735997
2025-05-23 00:57:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,0.0,14.26,2025-05-23 00:57:00,1.358,286.5,1.419,1.319,10.979999999999999,8.152272127544402
2025-05-23 00:58:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1,0.0,14.3,2025-05-23 00:58:00,1.354,291.8,1.089,1.024,10.92,8.119677422991908
2025-05-23 00:59:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,0.0,14.25,2025-05-23 00:59:00,1.357,267.8,1.385,1.251,10.969999999999999,8.146831646735997
2025-05-23 01:00:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,0.0,14.23,2025-05-23 01:00:00,1.359,285.8,1.565,1.461,10.99,8.157715824209522
2025-05-23 01:01:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,0.0,14.22,2025-05-23 01:01:00,1.358,280.5,1.552,1.491,10.98,8.152272127544402
2025-05-23 01:02:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.9,0.0,14.22,2025-05-23 01:02:00,1.359,274.7,1.083,0.998,11.000000000000002,8.163162738377228
2025-05-23 01:03:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.4,0.0,14.13,2025-05-23 01:03:00,1.36,282.8,0.983,0.936,11.010000000000002,8.168612871694
2025-05-23 01:04:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.3,0.0,14.08,2025-05-23 01:04:00,1.37,278.3,1.163,1.065,11.14,8.239758297838662
2025-05-23 01:05:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7,0.0,14.02,2025-05-23 01:05:00,1.37,292.8,1.06,0.969,11.16,8.250752291145648
2025-05-23 01:06:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2,0.0,13.95,2025-05-23 01:06:00,1.373,269.2,0.889,0.855,11.19,8.267267627182735
2025-05-23 01:07:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8,0.0,13.92,2025-05-23 01:07:00,1.379,284.6,0.82,0.752,11.28,8.3169893455282
2025-05-23 01:08:00,45.0,100.4,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2,0.0,14.0,2025-05-23 01:08:00,1.378,273.9,1.563,1.503,11.24,8.294858220777307
2025-05-23 01:09:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0.0,14.02,2025-05-23 01:09:00,1.376,282.2,1.333,1.236,11.219999999999999,8.282983066048903
2025-05-23 01:10:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0.0,14.01,2025-05-23 01:10:00,1.374,277.5,1.38,1.331,11.21,8.277465504082533
2025-05-23 01:11:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.9,0.0,14.03,2025-05-23 01:11:00,1.375,275.6,1.258,1.188,11.21,8.277465504082533
2025-05-23 01:12:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.3,0.0,13.98,2025-05-23 01:12:00,1.376,277.6,1.294,1.23,11.24,8.294027957310444
2025-05-23 01:13:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4,0.0,13.97,2025-05-23 01:13:00,1.377,280.0,1.114,1.085,11.250000000000002,8.299555289932021
2025-05-23 01:14:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0.0,14.0,2025-05-23 01:14:00,1.374,280.0,0.923,0.886,11.2,8.271951195676149
2025-05-23 01:15:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.3,0.0,13.98,2025-05-23 01:15:00,1.378,277.9,0.75,0.693,11.24,8.294027957310444
2025-05-23 01:16:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6,0.0,13.93,2025-05-23 01:16:00,1.377,262.6,0.838,0.786,11.249999999999998,8.299555289932021
2025-05-23 01:17:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.1,0.0,13.85,2025-05-23 01:17:00,1.377,274.3,0.73,0.69,11.27,8.310619737477907
2025-05-23 01:18:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,0.0,13.82,2025-05-23 01:18:00,1.383,278.2,1.073,1.044,11.34,8.34944819304022
2025-05-23 01:19:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5,0.0,13.74,2025-05-23 01:19:00,1.391,268.1,0.613,0.586,11.440000000000001,8.405195951686897
2025-05-23 01:20:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.3,0.0,13.66,2025-05-23 01:20:00,1.395,269.7,1.166,1.148,11.52,8.450031100264027
2025-05-23 01:21:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1,0.0,13.68,2025-05-23 01:21:00,1.394,267.1,0.9,0.866,11.499999999999998,8.438802514251858
2025-05-23 01:22:00,45.0,100.41,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.7,0.0,13.63,2025-05-23 01:22:00,1.399,269.8,1.168,1.14,11.57,8.478160439636733
2025-05-23 01:23:00,45.0,100.42,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5,0.0,13.66,2025-05-23 01:23:00,1.399,275.8,1.207,1.185,11.56,8.47167989705831
2025-05-23 01:24:00,45.0,100.42,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1,0.0,13.71,2025-05-23 01:24:00,1.397,266.9,1.036,1.01,11.53,8.454803994799335
2025-05-23 01:25:00,45.0,100.42,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4,0.0,13.62,2025-05-23 01:25:00,1.393,270.4,1.186,1.152,11.5,8.437957853456878
2025-05-23 01:26:00,45.0,100.42,2025-05-23,39.317,-76.586,0.0,20000.0,20000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8,0.0,13.62,2025-05-23 01:26:00,1.4,274.2,1.148,1.057,11.579999999999998,8.482947054881224
