extended_start,extended_end,extended_duration_min,mean precipitation,P_P_coef,P_T_coef,P_H_coef,T_P_coef,T_T_coef,T_H_coef,H_P_coef,H_T_coef,H_H_coef,P_P_elem,P_T_elem,P_H_elem,T_P_elem,T_T_elem,T_H_elem,H_P_elem,H_T_elem,H_H_elem,cumulative_precipitation,P_aero_coef,T_aero_coef,H_aero_coef,aero_P_coef,aero_T_coef,aero_H_coef,aero_aero_coef,P_aero_elem,T_aero_elem,H_aero_elem,aero_P_elem,aero_T_elem,aero_H_elem,aero_aero_elem
2024-12-28 18:58:00,2024-12-28 20:58:00,120.0,0.6933333333333334,"[0.0, 0.4968856268825692, 0.23153696766048643, 0.10438323521229381, 0.028619502384180248, -0.003999469404157382]","[-0.045216305076365, -0.035613771186838214, -0.023205392941954582, -0.02255728322063676, -0.007771609310652112, -0.012697215021518821]","[-0.05072233906684501, -0.027245554888879656, -0.011542509381531311, -0.009044199205338688, -0.002849627152241761, -0.008780038920471469]","[-0.045216305076365, -0.03486859171436646, -0.036195745222532424, -0.03471510359267577, -0.026932435102277403, -0.024970704396272532]","[0.0, 0.8770211153554263, 0.7982563161938319, 0.7255878848796736, 0.6573784645754311, 0.5936922388424294]","[0.7704885063054567, 0.6331826461071093, 0.529370428899741, 0.4427370829410243, 0.3708515112403892, 0.3066402021102843]","[-0.05072233906684501, -0.029934807276013487, -0.03152248314626203, -0.02527841359398448, -0.02849181529452113, -0.027985318249591697]","[0.7704885063054567, 0.7414078733167385, 0.7162235861783753, 0.6810131964568212, 0.6456101953322074, 0.6063454131034468]","[0.0, 0.8091161363422489, 0.6897886793486304, 0.5920297600777746, 0.5099330135631295, 0.43656745744819075]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4]","[1, 2, 3, 4, 5]",0.6933333333333332,"[-0.08306920510564109, -0.08356435674428654, -0.07182079823301932, -0.06747287265161067, -0.05970970623140125, -0.05796781628542361]","[0.042142572042241054, 0.050121509295583205, 0.06107679506818941, 0.07072105937918213, 0.07427677668289703, 0.07858452119423909]","[-0.005308207191441175, 0.0015199537776360167, 0.009336516983445349, 0.016729457966132094, 0.01961113085453692, 0.02268421794569657]","[-0.08306920510564109, -0.036864277823527206, -0.01290892299642019, 0.001664892429029116, 0.017516649429226604, 0.01832491092344095]","[0.042142572042241054, 0.02905959204398858, 0.017402614957669656, 0.009449358973055247, 0.001618883966268041, -0.0025609081066289463]","[-0.005308207191441175, 0.0012427438926845746, 0.004107306875351772, 0.005560513478956392, 0.006191638846912385, 0.007170767256268345]","[0.0, 0.8879585944373041, 0.8160935400155558, 0.7578751411155445, 0.7119046899836114, 0.6672459483314216]",[],"[3, 4]","[0, 1, 2, 3, 4, 5]",[],[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2024-12-29 05:21:30,2024-12-29 06:59:30,98.0,1.4959183673469385,"[0.0, -0.0033130652245084245, -0.033596966535830504, 0.003052274606478882, -0.013958177844162952, -0.0174117837872897]","[0.23146497619315756, 0.014158259804859429, 0.01518613775856316, -0.003412887154700014, 0.005010318331932373, -0.0054363738789196805]","[0.2870785580189783, 0.08390124631192158, 0.03487828134174492, 0.010507707295299, 0.0005142716572944776, -0.00047202879383591127]","[0.23146497619315756, 0.021102308508612375, -0.008927087082724532, -0.01472976383432867, -0.009340624004828733, -0.005529390062258893]","[0.0, -0.004065259853565879, 0.005622587336065244, -0.02287854607690252, 0.003904692581700153, -0.001642732037537492]","[0.9273315959169643, 0.22916985307688306, 0.05298655393161187, -0.008554237150860228, 0.0029393620267149484, 0.0023454896882390257]","[0.2870785580189783, 0.013003700638055308, -0.010901943027718875, -0.014506653824552922, -0.015467912102049048, -0.016689294627068866]","[0.9273315959169643, -0.012108226601769093, -0.00040267081883409774, -0.016827979954564122, -0.0012214862280911264, 0.007034199431310007]","[0.0, 0.22988818065639072, 0.0481734706154518, -0.0028734424302935945, -0.0006889466496709906, 0.007687851903551042]","[1, 2, 3, 4, 5]",[],[],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",1.221666666666667,"[0.04082941189514001, 0.025828967569912344, 0.030131782753063226, 0.027256149828807034, 0.04217982137092216, 0.030536415533706642]","[-0.04769000257012124, -0.039847524643919566, -0.04190581346772104, -0.017995403184612024, -0.006228160173725817, -0.0026024638879259144]","[-0.043136253608056466, -0.038605464233563994, -0.03204056662306742, -0.010418261974182393, -0.0015127009169349714, -0.003817491699076011]","[0.04082941189514001, -0.008349975495046296, -0.013628677421680425, -0.013397109595348424, -0.0009367787146152066, 0.0008620651571061563]","[-0.04769000257012124, 0.004383885680715979, -0.0065852965832534326, -0.004601704029854594, -0.004049514127713385, 1.5423861150498097e-05]","[-0.043136253608056466, -0.008745029815373848, -0.010133617268542396, -0.007082084171086056, -0.003240475975963105, 0.0004741450283617393]","[0.0, 0.7925413953170432, 0.6602657760370788, 0.5572263620453781, 0.46758196929060647, 0.4045447431925308]","[0, 1, 2, 3, 4, 5]","[0, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2]",[],"[1, 2, 3, 4, 5]"
2024-12-30 00:07:00,2024-12-30 01:03:00,56.0,0.8241379310344829,"[0.0, -0.009115680430631688, -0.037493333674482064, -0.005653510899253449, -0.013314324950045501, -0.02567855663519947]","[-0.016772796706461767, -0.005558719041106782, -0.0017984660651711576, 0.012228189567465122, 0.0023033915006243897, -0.025885530928629944]","[0.17961988827262004, -0.04923098555269153, -0.020504246010561156, 0.1475664743323408, -0.03767714425437176, -0.003614725878627585]","[-0.016772796706461767, 0.042532255928946466, 0.0398862208233773, 0.007032300258259623, -0.006960148968829382, -0.00735172046110759]","[0.0, 0.7763595703789242, 0.6693087640395622, 0.5755284561405176, 0.49970110111710553, 0.44447463542586485]","[-0.1322412525911977, -0.054583684405283724, -0.05539072477223535, -0.08723872623344306, -0.04706757455434038, -0.04359515670200086]","[0.17961988827262004, -0.006617913515617793, -0.05516663225155345, -0.06519474522261459, -0.019590350700384725, -0.0333354626132602]","[-0.1322412525911977, -0.09482296476487276, -0.11478517117881508, -0.1129877327995767, -0.06935497289362633, -0.09231680368975502]","[0.0, -0.19153812431784123, -0.18240503027703525, 0.6867092267934326, -0.18478322052122476, -0.1625671284404628]",[],[],[5],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",0.3983333333333333,"[-0.051115586549385444, 0.18695073727464082, 0.13293964929735044, 0.1108974819002147, 0.06431692544532805, 0.029920436503361875]","[-0.09997855195867869, -0.07839073999491204, -0.04935343568120766, -0.011738440379334083, 0.013789087438889413, 0.006166072767813693]","[0.12547804650168473, 0.1275476214281039, 0.09622293308637808, 0.08067046362576055, 0.027037558541251096, 0.029986844635157023]","[-0.051115586549385444, -0.024185636355641714, -0.016450917723302188, -0.013412588189073642, -0.04559923742587367, -0.025502328982332127]","[-0.09997855195867869, -0.09463287040300628, -0.08916459248014902, -0.08211012515448955, -0.0789893510671606, -0.0836109243897481]","[0.12547804650168473, 0.06754050188225935, 0.09278738334632193, 0.09241450343948326, 0.0297215203975793, 0.06543651743741831]","[0.0, 0.6725336652986633, 0.5146614140024394, 0.3893970029007115, 0.2780944358805657, 0.20349427686657356]","[0, 1, 2, 3, 4]","[0, 1, 2]","[0, 1]","[0, 1, 2]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2024-12-31 23:00:30,2025-01-01 00:18:30,78.0,11.8125,"[0.0, 0.716659246906317, 0.5392464592593313, 0.4084888053535744, 0.3033299497076889, 0.2255480078947138]","[-0.04031275458531706, -0.06176195719098388, -0.06941719791314545, -0.06596192912003773, -0.07458170468661555, -0.06647656084348441]","[0.1256678428640422, 0.10961490272670515, 0.10092697109543654, 0.10059916437088434, 0.09072825213183272, 0.0962848193371778]","[-0.04031275458531706, -0.029584223107931306, -0.022577177136001155, -0.026256060358223657, -0.027340027037564454, -0.027495061571519406]","[0.0, 0.8116218980658513, 0.7121773429041107, 0.635929606491986, 0.5721141982150675, 0.5076259213996568]","[-0.07745053654534374, -0.07022807079161264, -0.06775594174382364, -0.08073791806547767, -0.09245008865039706, -0.09603493201004488]","[0.1256678428640422, 0.07682745269369301, 0.03938005134362503, 0.014274239534082562, -0.004094066795116164, -0.030081754695228752]","[-0.07745053654534374, -0.06064046852379181, -0.05027362631322929, -0.048644135855555944, -0.03368632497715731, -0.019221304279155454]","[0.0, 0.7750939599325726, 0.6894226782337151, 0.6514359298319959, 0.6022738063520232, 0.5443014532315817]","[1, 2, 3, 4, 5]",[],[],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",7.875,"[0.1455836542561172, 0.170359064378448, 0.17037583718800156, 0.1622846833485399, 0.15501464503166754, 0.15204125024302295]","[-0.09251318541293553, -0.09502455549483836, -0.09255842948084608, -0.08151774482831987, -0.0817686498194037, -0.07792681915048137]","[0.25750709263120986, 0.2156039165435679, 0.184472799734401, 0.15462891017446753, 0.1297392711788039, 0.10962676828699212]","[0.1455836542561172, 0.09910438270326191, 0.06222306036453507, 0.04110723975760264, 0.004094348244989288, -0.010314910273295617]","[-0.09251318541293553, -0.08763113309114898, -0.08615047899243411, -0.08577425289766234, -0.07933436547638963, -0.07092580014740829]","[0.25750709263120986, 0.21333126131083005, 0.1969148902517461, 0.19162492337534925, 0.1756353756487317, 0.16601759456728396]","[0.0, 0.7783042997470164, 0.6594847734071346, 0.5635419204646858, 0.47996817437342637, 0.4187095814729808]","[0, 1, 2, 3, 4, 5]",[],[],"[0, 1, 2, 3, 4, 5]",[],[],"[1, 2, 3, 4, 5]"
2025-01-06 14:40:00,2025-01-06 15:24:00,44.0,0.1136363636363636,"[0.0, -0.02031741550384871, -0.02988966517117624, -0.014747879067659968, -0.01835057278518195, -0.046558019584276265]","[0.05776767012664012, 0.03430804301966933, 0.01686681597117539, -0.000978875754113889, -0.0374282178952459, -0.004140489793820018]","[-0.22682005108903117, -0.025679047860281558, 0.02436434072072824, -0.011087729398510356, -0.0312330246645586, -0.004757673054816474]","[0.05776767012664012, 0.0023645515431637205, -0.010398075381942247, -0.014856050098971538, -0.02582698497934846, -0.009375615660194637]","[0.0, 0.6376028700863298, 0.4874059012456001, 0.34008289863190444, 0.23747927392099588, 0.15885341450338933]","[0.10614253395352549, -0.12639574817563443, -0.07044297453819637, -0.08932245873734171, -0.05017862636101628, -0.06290302408570397]","[-0.22682005108903117, 0.008885647216164336, -0.020310731737691073, 0.005529990107051634, 0.007745775402271684, -0.0012063747798586272]","[0.10614253395352549, 0.07756429000740861, 0.09101358286674177, 0.05821379164459322, 0.03766316357542328, 0.008978907241369398]","[0.0, -0.13793933258449637, -0.04772685789815436, -0.08290617698053605, 0.2878271581754588, -0.09174107792003632]",[],[],[],[],"[1, 2, 3]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",0.0416666666666666,"[-0.01744444682832696, 0.015428249805479305, -0.008168510779243755, -0.025756196898237108, -0.01825237491610311, 0.007934974765239187]","[-0.038662861795992, 0.007460376311154194, -0.022167124680729403, 0.01101746274309958, -0.007363045597285219, 0.012073820338353613]","[-0.17083133479415027, -0.10234372721127669, -0.08716914568858641, 0.46535036858665996, -0.13802388730061402, -0.1080473980771012]","[-0.01744444682832696, -0.017528487370680638, 0.0016891700466393302, -0.0011970829369185644, 0.0314219053167265, -0.011845735933011733]","[-0.038662861795992, -0.01591508994971449, -0.05639087054694711, -0.013392069006119523, 0.003325160780232961, -0.018129339936226077]","[-0.17083133479415027, 0.5838482639253725, -0.09755726850431894, -0.08643009543671759, -0.07933018013860779, 0.41379860646313943]","[0.0, -0.13572913159191352, -0.18250800778061144, -0.12798311261417353, 0.6738053718130995, -0.11498675838160852]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-18 13:29:00,2025-01-18 14:13:00,44.0,0.15,"[0.0, -0.006093235906759765, -0.03783594781700587, -0.015494599431184529, -0.03102470348616161, -0.021626006931921394]","[-0.01727419971128102, 0.0067019245808900615, -0.004375567143004276, -0.020176106423241615, -0.03911035754174254, -0.03923785763545377]","[-0.019787213316172038, 0.02063553406732474, -0.004799497923013302, 0.02205722336346192, -0.028718172494861638, -0.010962568130692152]","[-0.01727419971128102, 0.030301675015669036, 0.02792423892167351, 0.007675981107841536, -0.01882753934939728, -0.00017002439370371103]","[0.0, 0.6829743816720921, 0.5535600186193527, 0.4521885220249677, 0.3748916006846663, 0.2932857227473836]","[-0.009446413782569869, 0.005701491570716561, -0.007841351573123273, -0.017046197421241666, 0.022183569448406663, -0.01221208429082793]","[-0.019787213316172038, 0.007715072939232446, -0.0012946064316710303, -0.006996632703226887, -0.0314968688463376, -0.014706560163416666]","[-0.009446413782569869, 0.026962665865405442, -0.009012661277826168, 0.010846243643746943, 0.00659692499610495, -0.00826698230248193]","[0.0, -0.13275349042411264, -0.17907339281594534, -0.1785154071232407, -0.11439231184061609, 0.7740327023123377]",[],[],[],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",0.055,"[0.10563138759433753, 0.1034150383745977, 0.0597334773356114, 0.053626467801649216, 0.004338965428787136, 0.034415137543307384]","[0.0603058918456125, 0.04343318783962062, 0.03862183189753835, 0.04417806964874829, 0.06105942159057835, 0.0631261831963218]","[-0.053453615329337276, -0.05604579810832016, -0.032251627581112115, -0.03166079087560562, -0.04672523393190452, -0.018458194923373913]","[0.10563138759433753, 0.008592070374183193, -0.005905781853916663, -0.015591459690022767, -0.03195572183249407, -0.013440527290066593]","[0.0603058918456125, 0.06178509889739784, 0.03338215001603685, 0.026509945347864407, 0.02814326886609902, 0.025207306777130414]","[-0.053453615329337276, 0.0058624211270754635, 0.0069509492870612425, -0.010692211201475222, -0.015306271477353995, -0.017810983056986838]","[0.0, 0.6447291456505269, 0.491533812196659, 0.3664442891562812, 0.2808355400964572, 0.22797602937922418]",[],"[0, 1, 2, 3, 4, 5]",[],[],"[0, 1, 2, 3, 4, 5]","[3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-19 14:35:00,2025-01-19 17:11:00,156.0,0.2961538461538461,"[0.0, 0.5749594582356289, 0.5024013413230971, 0.3706773258239185, 0.2984540079283592, 0.22797029109602998]","[0.0009643238527795495, 0.0072523623474714085, 0.015504628524625747, 0.017922541962969357, 0.024239623586354307, 0.023992893318099312]","[-0.015825025027138572, -0.015004094283169516, -0.012517172960242564, -0.013472752775415004, -0.017811207874532175, -0.014573273443609232]","[0.0009643238527795495, -0.0011058661815755177, -0.002069711608678013, -0.0022906161808790015, -0.0032690692696013966, -0.0032925138684810795]","[0.0, 0.9115460024505998, 0.8584433491406658, 0.8077238345095786, 0.7666025173902505, 0.7262621625543281]","[0.23617172249759213, 0.2170106941224935, 0.19774368331490294, 0.18632949706627147, 0.1758189758600598, 0.16345216927707093]","[-0.015825025027138572, -0.01256458456224822, -0.01711083178335656, -0.015225270948770075, -0.01768298268235141, -0.01547687307019428]","[0.23617172249759213, 0.2232551233564566, 0.2105161392692136, 0.19652606532824493, 0.1846125654545824, 0.1738093691485471]","[0.0, 0.908996596192112, 0.8568815321220689, 0.8113074729062708, 0.7702510122510973, 0.7312401669073455]","[1, 2, 3, 4, 5]",[],[],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",0.3849999999999999,"[0.00504932967494107, 0.007025768762992267, 0.009928718229503511, 0.012521496384315793, 0.02024101820073009, 0.00995993810049103]","[0.017697638731533117, 0.04004930923354652, 0.05052025317007822, 0.06611793791255792, 0.07795178902720769, 0.08707315137737077]","[0.2588887864348748, 0.28056974648304345, 0.3002570572145427, 0.32306115364612126, 0.3459629158887206, 0.3656403288622837]","[0.00504932967494107, 0.010611231731324366, 0.009610526326050388, 0.015511968170885189, 0.01961424046218047, 0.022406853700172077]","[0.017697638731533117, 0.013974503085294458, 0.007921702263701737, 0.004234422722901228, -0.0008354484892532727, -0.005067794949847561]","[0.2588887864348748, 0.24291626366795072, 0.22821027903595067, 0.21258999545126045, 0.194738549356752, 0.18225812901783717]","[0.0, 0.8829945059888884, 0.8656575946606021, 0.824299973496738, 0.7952506727003446, 0.7652521190771021]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-19 19:22:00,2025-01-19 21:14:00,112.0,2.3089285714285714,"[0.0, 0.7521516702170685, 0.5951433816255508, 0.4728639585860527, 0.37341240369071566, 0.3014117726688609]","[-0.03759064650765946, -0.045876151839890154, -0.06321611044331862, -0.0639636739180221, -0.06901163106885955, -0.06065998502599613]","[0.018876337045347736, 0.008652787405177437, -0.006369505158216736, -0.0127009762632071, -0.021323509717759377, -0.026225594453830204]","[-0.03759064650765946, -0.04619413726196222, -0.05318485027304678, -0.05737729427409348, -0.06181615708649569, -0.06310883892621133]","[0.0, 0.9167947476052727, 0.8785755353685915, 0.858699609911682, 0.840805779679868, 0.8338010325580751]","[0.7799138163148388, 0.7296035899157441, 0.6956570018110925, 0.6722258767397628, 0.6513210655080115, 0.6280414249559271]","[0.018876337045347736, 0.005472013418091528, -0.00211422824175303, -0.010041808326568988, -0.013806580066063721, -0.018654087898640693]","[0.7799138163148388, 0.7599869325323837, 0.7505468414470946, 0.7438512587057042, 0.7485951332177856, 0.7550441961953542]","[0.0, 0.9027979931905743, 0.8531923017271289, 0.8152220584827954, 0.7906766408316287, 0.7621349632246336]","[1, 2, 3, 4, 5]",[0],"[0, 1, 2, 3]","[0, 3, 4, 5]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",2.154999999999999,"[0.060817360466555226, 0.0629835689268933, 0.06845807071298225, 0.0768276119882742, 0.08107094215611177, 0.0819003663030244]","[-0.4844161447441758, -0.4945541071400031, -0.5038469220268783, -0.5116976824373408, -0.5186039935216273, -0.5277083081720408]","[-0.36158749801721485, -0.37086417965882185, -0.3756835621827731, -0.38253847790739326, -0.3876607601484337, -0.3948061336695271]","[0.060817360466555226, 0.052373776688605184, 0.04617127615765721, 0.04385572979080534, 0.04083235427360313, 0.04127804173486637]","[-0.4844161447441758, -0.48589746992208455, -0.48437630981989577, -0.48047213134594813, -0.4788584415787516, -0.4784623249369767]","[-0.36158749801721485, -0.3643414577244416, -0.365418279377247, -0.36431495484053206, -0.3650325573668662, -0.3642627653402454]","[0.0, 0.9543888733858915, 0.9357020894038829, 0.9194153539586292, 0.9068282201453622, 0.8982021524283692]","[0, 1, 2]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-27 15:12:30,2025-01-27 16:14:30,62.0,1.1222222222222222,"[0.0, -0.013592075087889597, -0.14121595534790368, 0.006556672041319567, -0.011280171878021892, -0.03912683784682303]","[-0.21690320083704712, -0.021646193866622355, 0.02248295945943652, -0.02422660719518735, 0.04444930260524347, -0.04446794059236356]","[-0.3223590090479063, -0.06472932819318751, 0.010431935387761913, -0.003832746419537405, 0.03753750304529333, -0.03719563204110091]","[-0.21690320083704712, 0.04255759164473542, 0.5896774101025127, -0.02907393721613828, 0.010865933004613627, 0.03515172667804652]","[0.0, 0.01111263491354494, -0.011270352766336495, -0.004949392838086187, -0.030444991598793002, -0.04788902197000504]","[0.3795138778346394, -0.031438425240898155, -0.07310796659204775, -0.08438188586655578, -0.0725152213684808, -0.04725825531617917]","[-0.3223590090479063, 0.0027456856829539368, 0.2489692814596906, -0.0015593567217591037, -0.0060692521953753, 0.030950193518930327]","[0.3795138778346394, 0.034242055288355694, -0.008738861340316663, 0.04062859874572905, 0.04084912705329241, 0.019129606596065742]","[0.0, 0.11866694368342114, -0.023337580052778657, -0.0051409665034709605, -0.014278490229403543, -0.022428618132646495]",[],[],[],[2],[],[],[5],[],[],,"[0.047372950015224416, 0.03953819986275, 0.01135539587437112, 0.012991158632537603, -0.021306930353347277, -0.012538821800951108]","[-0.22092348814180154, -0.15061152222549176, -0.08544471903525745, -0.0739555574460363, -0.05519793057897691, -0.017644455698896788]","[-0.06194729786237226, -0.053411718106167835, -0.05153246102248211, -0.06856982811924356, -0.07642900105900305, -0.059318670835013555]","[0.047372950015224416, -0.11097268023965841, -0.132698587051391, 0.029354146849421118, -0.00100793208793235, -0.007032193892990691]","[-0.22092348814180154, 0.022572862267039, 0.023174634689245775, 0.023898527915546412, 0.04832540290861829, 0.07400776587676602]","[-0.06194729786237226, 0.3175587851785113, 0.4201299646302236, 0.28378207091799046, 0.21265557080488093, 0.15382488633995295]","[0.0, 0.6085974063216276, 0.3938372688534747, 0.24636324914533972, 0.1368271532105703, 0.0585054249649496]",[],[],[],[],[],[2],"[1, 2, 3]"
2025-01-31 16:38:00,2025-01-31 22:10:00,332.0,0.7096969696969697,"[0.0, 0.6889852976084235, 0.6176788177427852, 0.49988902157911513, 0.4178757190920598, 0.34545128865303687]","[-0.011094071628365556, -0.01105510192996994, -0.008217528754220793, -0.008062671528580069, -0.009634607153441254, -0.013052612312432616]","[-0.027205315207244566, -0.026712475785163496, -0.025264212550718854, -0.02529250942231393, -0.026479829276880182, -0.02766065821356302]","[-0.011094071628365556, -0.004222014746304281, 0.0004506845664496595, 0.0034919307669590187, 0.007077490890133843, 0.009247784474839437]","[0.0, 0.9701177029749986, 0.9503388591361939, 0.93437171198981, 0.9187707397445054, 0.9053673893464586]","[0.5505809666299606, 0.5337048603409759, 0.5185078107262807, 0.5044228418691509, 0.4915853860146733, 0.4797193988799282]","[-0.027205315207244566, -0.01762011332949016, -0.012900148793151633, -0.0074707634260588775, -0.001366971494501189, 0.0027803791914080066]","[0.5505809666299606, 0.5379902271307196, 0.5278149907405062, 0.5173920752911454, 0.5077318983564226, 0.4992978281973914]","[0.0, 0.9594675964723866, 0.9308531386092652, 0.9039228248367334, 0.8804209668157784, 0.8587910240521682]","[1, 2, 3, 4, 5]",[],[],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",1.9516666666666669,"[0.15748998222989002, 0.1511302064114751, 0.1434264047849696, 0.13529949213826895, 0.12479841001835953, 0.11721795528191359]","[-0.0192635217030348, -0.020339114042267643, -0.021562566782311512, -0.02440476358827011, -0.0253936792301841, -0.02502496938289703]","[0.04943838756668832, 0.046245888468804876, 0.04342788532255182, 0.039035398969160175, 0.03656071937774929, 0.03686717710178262]","[0.15748998222989002, 0.11677732594066464, 0.10270607415650007, 0.08346063567714071, 0.06865603376728895, 0.05850324647685106]","[-0.0192635217030348, -0.02109417275070212, -0.022579985746538425, -0.023716026333706352, -0.024550546496544645, -0.026445121729665802]","[0.04943838756668832, 0.049371690815866065, 0.04856746925042969, 0.049202401521557936, 0.049500789558191656, 0.05046083617047551]","[0.0, 0.9262284151072144, 0.8684184486772074, 0.818473528091251, 0.7725097362027992, 0.7330122638949794]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-31 20:11:00,2025-01-31 23:35:00,204.0,0.3274509803921569,"[0.0, 0.6372313756933247, 0.4141614604119274, 0.2605362055383096, 0.16614269123385622, 0.10352860697248127]","[0.04437754083742825, 0.03498647515914879, 0.028589422234652103, 0.024825834626027898, 0.023183083775386474, 0.024624727745235355]","[0.01867590808809598, 0.01085144221940718, 0.002919682074257299, -0.000722476229213515, -0.006381002829489364, -0.007338958902559781]","[0.04437754083742825, 0.029470661681872144, 0.019792736562025882, 0.01239650064497322, 0.011862879147765964, 0.014277087054375857]","[0.0, 0.9124481652852924, 0.8494550050716941, 0.789808569819208, 0.739987635711633, 0.6918334912948477]","[0.7087666758595703, 0.6703881263046886, 0.6301069705406322, 0.5824027093646722, 0.5397792433179832, 0.4969833882280076]","[0.01867590808809598, 0.015345241504573464, 0.010899269496122552, 0.008447199583870744, 0.006063415842228856, 0.007290034507001851]","[0.7087666758595703, 0.6584136630064472, 0.6162647001787154, 0.5789771972583475, 0.544808012276685, 0.5121412001475999]","[0.0, 0.9331657365216841, 0.8785948867313681, 0.8191994217075073, 0.7652891497641678, 0.7142343914986707]","[1, 2, 3, 4, 5]","[0, 1, 2, 3]","[0, 1, 2]","[0, 1, 2]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",0.5566666666666668,"[-0.0011298992934328637, -0.0011576356314793581, -0.00018810935560287497, -0.003683106168092906, -0.007528264679012641, -0.008577867871284037]","[-0.1477919176424481, -0.13932917483711982, -0.13245076230742928, -0.12435003428935108, -0.11858932106049648, -0.11443313279378202]","[0.024557290684856004, 0.023522706753167855, 0.021453181132639512, 0.021984619876940545, 0.019236522683114595, 0.014873667819204602]","[-0.0011298992934328637, 0.00227541842936753, 0.004437110189847137, 0.0007550799979865485, -0.004311836525752323, -0.006325960267480865]","[-0.1477919176424481, -0.1381090225649766, -0.12826849059760081, -0.11933023855201091, -0.11071167621064083, -0.10453995277399127]","[0.024557290684856004, 0.024486782477197714, 0.025157466367144967, 0.02633664320684787, 0.02607619230064695, 0.02490945734886867]","[0.0, 0.9161383045291283, 0.8562195770841694, 0.8030399539396639, 0.7546740558435312, 0.7134444448928238]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
