extended_start,extended_end,extended_duration_min,mean precipitation,P_P_coef,P_T_coef,P_H_coef,T_P_coef,T_T_coef,T_H_coef,H_P_coef,H_T_coef,H_H_coef,P_P_elem,P_T_elem,P_H_elem,T_P_elem,T_T_elem,T_H_elem,H_P_elem,H_T_elem,H_H_elem,cumulative_precipitation,P_aero_coef,T_aero_coef,H_aero_coef,aero_P_coef,aero_T_coef,aero_H_coef,aero_aero_coef,P_aero_elem,T_aero_elem,H_aero_elem,aero_P_elem,aero_T_elem,aero_H_elem,aero_aero_elem
2025-01-03 22:25:30,2025-01-03 23:07:30,42.0,0.6590909090909091,"[0.0, -0.024269759299427006, -0.05361520989561936, -0.012583810511806015, -0.10953077926912863, 0.0005097319566436611]","[-0.05430988242828179, -0.04737953291852708, -0.006391379093334121, -0.06683186814969196, -0.019541066968278967, -0.051127311555088296]","[-0.2812452922228939, -0.04459152842985489, 0.0538729733696017, -0.014191114732919716, 0.017091416239276826, 0.009872031795572125]","[-0.05430988242828179, 0.14143915637425347, 0.13537966166596013, 0.11645584412601413, 0.13058189285260594, 0.052769867343848684]","[0.0, 0.726611152468421, 0.6085258652010689, 0.5242198111292093, 0.4342423884748796, 0.39185159242555934]","[0.08401365939970916, -0.04527630221075613, -0.06500525259911168, -0.029531410499940236, -0.026562225394663404, -0.022098476086387358]","[-0.2812452922228939, 0.015651776685177907, 0.023788351932429307, -0.007847679484675353, 0.35464380107552806, 0.009098671358345675]","[0.08401365939970916, 0.05061823221330558, 0.02334808882223151, 0.05100896535825707, 0.03783794060012726, 0.022448180836446393]","[0.0, -0.017606466898394596, -0.036903632419325906, -0.007475480990761434, -0.01733745118304479, -0.0579510942262705]",[1],[],[],[],"[1, 2, 3, 4, 5]","[0, 2]",[4],[0],"[1, 2]",0.2416666666666666,"[-0.03785977095519908, -0.02285185169280333, -0.026575869847118537, -0.008963887373557551, 0.03130228353636732, -0.01322118709612191]","[0.1349086175637684, 0.1286913476903465, 0.12059735410796694, 0.08774605451271801, 0.05922998297409743, 0.06152726602597594]","[0.04987515449649951, 0.0472139122164536, 0.06777907429380271, 0.0627826561865737, -0.0030167059485090054, 0.028441706348274687]","[-0.03785977095519908, 0.008321014312078956, -0.006217547292967264, -0.006671079556995947, -0.00994570942128285, -0.0012890025570767016]","[0.1349086175637684, 0.13505162011202793, 0.12791728130301308, 0.12070872059821652, 0.12179024788346535, 0.11989364496650147]","[0.04987515449649951, 0.053562769499872355, 0.052781977511600825, 0.06216320134167264, 0.059783663260923194, 0.05004580816375412]","[0.0, 0.8960013294323896, 0.8926487834088538, 0.8751721293449525, 0.8579557143024164, 0.849867300501502]","[0, 1]",[],"[4, 5]",[0],[],[],"[1, 2, 3, 4, 5]"
2025-01-06 13:58:30,2025-01-06 15:32:30,94.0,2.357446808510639,"[0.0, 0.7570821113703213, 0.6114418771745663, 0.4972127549495632, 0.3944584385832772, 0.31369905153020544]","[0.03703523276482385, 0.06693007297237553, 0.08195878623929863, 0.0708253832920078, 0.05962086402847362, 0.02989857950095493]","[0.08776403146935563, 0.07434960454109411, 0.06397198503569781, 0.04944801063156664, 0.034675802333459294, 0.012460008676551138]","[0.03703523276482385, 0.035877704811039586, 0.03775912742477064, 0.040156038278385424, 0.03471121209566729, 0.027370340046846096]","[0.0, 0.758702389858311, 0.5934484295002516, 0.45021870156434773, 0.3373848655239775, 0.26807455402825214]","[0.8446165137933156, 0.6552332677716413, 0.5239987945125716, 0.40510071062315395, 0.31436047984464077, 0.24899729617129046]","[0.08776403146935563, 0.07310897853481783, 0.07220172602585082, 0.06739276837726456, 0.05994354460299107, 0.05802687934819487]","[0.8446165137933156, 0.7577109790969504, 0.6357253162459754, 0.509797571866408, 0.39899679444217595, 0.3054717964990084]","[0.0, 0.7455578064903873, 0.5904647531144148, 0.46491298574129714, 0.36690307420355395, 0.2903308895943676]","[1, 2, 3, 4]",[],[],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",1.8466666666666665,"[-0.043577833449885854, -0.04544504331485438, -0.05764261104634038, -0.06486445704680474, -0.07171876979099792, -0.06486638717404053]","[0.0268586809622592, 0.017631343093580377, 0.015183654738353963, 0.008730753371130153, 0.013483524825699063, 0.028165217951028682]","[-0.014416397436513026, -0.02122767559102788, -0.026175875031567854, -0.02790491368992387, -0.01939028072706433, -0.0002934843033632384]","[-0.043577833449885854, -0.038620441216311335, -0.025665378214899972, -0.014059319451955089, -0.01903129243975384, -0.01783728142233505]","[0.0268586809622592, 0.017461239800187687, 0.012419123408915439, 0.008817247454506898, 0.0067336597000245526, 0.01999492047429142]","[-0.014416397436513026, 0.0002928370980951034, 0.007985386085550699, 0.0075775470493861866, 0.00516386350446544, 0.009620889633659636]","[0.0, 0.7531331552449763, 0.6037800006221027, 0.4937194240738474, 0.3985891769180512, 0.3321257072959096]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4, 5]",[5],"[0, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-11 04:51:00,2025-01-11 05:31:00,40.0,1.2333333333333334,"[0.0, -0.03254849918127612, -0.054701299533302675, -0.01072208157042836, 0.010944420572812658, 0.0174165089216691]","[-0.2860820366689557, 0.01503855378622136, -0.005992786713356589, 0.03642652434405126, -0.017765385592885388, -0.058385794945997604]","[0.10391399513563139, -0.00819988052238846, 0.033257466412428806, -0.052632291749934244, 0.012756444309956438, 0.04335616699328277]","[-0.2860820366689557, -0.0003786804980731062, 0.03513634831264646, 0.015709907497475847, 0.00830576423503664, 0.015217266384310256]","[0.0, -0.04934879409986511, -0.00737182119821707, -0.03341945703094433, 0.0037417930873039807, -0.02528301316381462]","[-0.7183442715227295, 0.07076041664858107, -0.024097671841952807, 0.08237957725302249, 0.014823453395769591, 0.01339951901554652]","[0.10391399513563139, 0.027098420288654956, -0.02742924705260523, -0.019750436470787464, -0.0008929086538815539, 0.002391270079685588]","[-0.7183442715227295, 0.020475923816074996, 0.008807806636554389, 0.03040915834376042, -0.023132881608342162, 0.007111339111467923]","[0.0, -0.051519748857196, -0.017587573115339844, -0.08062495640348973, -0.00031594325558114366, -0.012784583964785276]","[1, 4]","[3, 4, 5]",[],[],"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],[],"[1, 5]",0.4316666666666666,"[-0.42663602784619703, -0.012778818570849252, 0.0511738832081208, -0.027406310111390608, -0.007494015492122257, -0.010771279566824363]","[0.16012726537605104, 0.022108728370281043, -0.01869877088746865, -0.00936703413518474, -0.010721301234826392, -0.0010349047907961338]","[-0.1155457750228409, -0.04747192209985219, 0.025418616632645122, 0.028669666772913126, 0.028988480404404823, -0.00116360684970321]","[-0.42663602784619703, -0.008136330753619615, 0.0642077283839468, 0.011680028503039275, -0.01579307790113937, -0.013112488836586098]","[0.16012726537605104, -0.02620187017592587, -0.003169848069870951, 0.017690326822912158, -0.01797022490850565, 0.03488453192860372]","[-0.1155457750228409, -0.0028604580327351537, -0.019982463277547685, -0.0008393682370287267, 0.02568268682592558, -0.0411530129408175]","[0.0, -0.027233712530522536, -0.05531610445813365, -0.058092438628303975, -0.02817507461640358, -0.038117555005156005]",[],[],[4],[],[2],[],[]
2025-01-19 14:08:30,2025-01-19 15:02:30,54.0,0.8785714285714287,"[0.0, -0.023448080481215175, -0.04260367966546047, -0.000743598013420495, -0.025670011709512136, -0.05366683236990404]","[0.39420078789511054, 0.035074932615430765, -0.04524615980453917, -0.0001670436944681991, -0.0196727947643371, -0.04047642546820104]","[-0.16687511085244616, -0.03815446580519605, -0.023422060798979346, -0.035428287849628634, 0.041073437374131244, -0.013805387265990393]","[0.39420078789511054, -0.0013122299008090595, -0.026265041802114763, 0.02777210285633164, -0.015396563830368883, -0.0248048237800435]","[0.0, -0.015231933808609543, -0.01854430383813767, 0.014541035225910492, -0.0187947884247042, -0.07317556086329308]","[0.03871871050798683, -0.0008100929263831378, -0.03255595916130041, 0.0136679928673127, 0.03853983547013, -0.014881682391811509]","[-0.16687511085244616, 0.02268691740722911, -0.002571464278575785, 0.011624721455902954, 0.0181326127977711, 0.03026818142016154]","[0.03871871050798683, -0.2922938406900538, 0.02898858469778392, 0.02175943524881607, -0.005486513086167076, 0.029860318529048663]","[0.0, -0.032055834140698576, -0.009726636607754205, 0.016667091864490807, -0.02436187970856464, -0.003582555188681354]",[1],[2],[],"[2, 4, 5]","[1, 2, 3, 4]","[0, 1, 2, 3]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",0.41,"[0.0029021671488682955, -0.02045256836290822, -0.0016724162587460868, 0.016612192186451893, 0.020746110649660036, 0.016791624214915146]","[0.01301968170656723, 0.005398328494672845, -0.017474450346127327, -0.012899734713432597, 0.003212225631738897, -0.02044421937612635]","[0.02574857468683824, 0.02030870793056524, -0.007249891401361751, 0.023386221724090585, 0.024491241811121986, 0.031822332863717516]","[0.0029021671488682955, -0.07060136012170552, -0.055132463605469854, -0.03763187167068123, -0.04063244198564661, -0.025297809217747397]","[0.01301968170656723, 0.013270023609138162, 0.021164004298088162, 0.02372709537873054, 0.022744520295316473, 0.025472879484368615]","[0.02574857468683824, 0.001307205919750451, 0.01182286496741927, 0.0014925441067251304, -0.015670158762630164, -0.0030151660600059014]","[0.0, 0.7733118886291842, 0.6701708867877574, 0.5956598422371002, 0.5236495046927248, 0.4762716995485819]",[],"[0, 1]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-19 15:15:30,2025-01-19 17:09:30,114.0,0.7701754385964912,"[0.0, 0.6856858612362227, 0.4926766461911146, 0.350251155275244, 0.24379494389053127, 0.1690932557004083]","[0.15254431625424536, 0.13075594323717132, 0.10902489667461161, 0.09879126606094958, 0.08502102333335675, 0.07917065599481252]","[0.13919923512129037, 0.11094268362560511, 0.08736335169502786, 0.07374888333757122, 0.06251197618383392, 0.052934421496884106]","[0.15254431625424536, 0.12522853157796907, 0.11013953123894576, 0.10146175596767394, 0.09524859516158381, 0.09391651219311348]","[0.0, 0.8823180975752781, 0.8081730089882285, 0.7450738066024105, 0.6884966562808514, 0.6407478438462317]","[0.3573132097986491, 0.29335339609651995, 0.23954074709125994, 0.19547814576885536, 0.1639004461646224, 0.13568436310101403]","[0.13919923512129037, 0.11545886601357182, 0.09874007796025967, 0.08199994484554311, 0.07296836790226081, 0.062387873620481524]","[0.3573132097986491, 0.31366569874301914, 0.2821386736813667, 0.254015402399168, 0.23412823124310983, 0.21812132135698978]","[0.0, 0.8349753031304137, 0.7335754545995481, 0.6498357983029531, 0.5816872208991193, 0.5206711996416835]","[1, 2, 3, 4, 5]",[],[],"[4, 5]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",0.7316666666666666,"[0.10263792947589902, 0.0907590855830191, 0.08840186169496553, 0.08719717853389554, 0.09456983011046527, 0.08724052884163273]","[0.03791106683826903, 0.024869504400303614, 0.0163853820652532, 0.009705295943652763, 0.008574585923604989, 0.01560708456820574]","[0.008560032684577905, 0.0023091507565297957, -0.005875556364808461, -0.021207797699284384, -0.026114632343805084, -0.027732170323097608]","[0.10263792947589902, 0.06377708676649796, 0.04357704486683095, 0.022791558248443745, 0.013693068955564469, 0.006242962867010426]","[0.03791106683826903, 0.03798387983005111, 0.0418713058007538, 0.03928935758482635, 0.03896775551430762, 0.0460470919295203]","[0.008560032684577905, 0.01207416753373819, 0.0164464768230006, 0.016162906727343655, 0.022628025249205878, 0.031185259399735477]","[0.0, 0.7808475407564379, 0.6357519250458266, 0.5214870168177209, 0.421567544829065, 0.3420318087346142]",[],[],"[3, 4]",[],[],[],"[1, 2, 3, 4, 5]"
2025-01-19 19:29:00,2025-01-19 23:05:00,216.0,3.736448598130841,"[0.0, 0.8469284745671634, 0.733519296193665, 0.6403831631021012, 0.5608969177249723, 0.4912528518498495]","[0.03660806832521532, 0.030738079186573026, 0.025277148896796834, 0.022004445046819133, 0.020364642006340614, 0.02124374840614915]","[-0.02067992743686705, -0.02416667401069826, -0.027168065039045168, -0.02867125225134502, -0.028185403228294152, -0.02646919354016968]","[0.03660806832521532, 0.02654610634438857, 0.020052510078693984, 0.013602263871788893, 0.006609980019230116, 0.0013949529829141705]","[0.0, 0.9366421754996301, 0.8969790179699098, 0.8620264546159011, 0.8284938593450181, 0.7970373019159718]","[0.5350810440098385, 0.5086560232910022, 0.4879047275992331, 0.47045246015187225, 0.45512895857221325, 0.44113878729398964]","[-0.02067992743686705, -0.019200276894439802, -0.018625876732622632, -0.01763564136437561, -0.01435470637054297, -0.01105268480727763]","[0.5350810440098385, 0.5055853871857451, 0.48472594164066557, 0.4639672324509631, 0.44400225049913616, 0.4260096359343564]","[0.0, 0.9428874203273209, 0.9092479068177923, 0.8817611902187977, 0.8568174967247282, 0.8331865135891647]","[1, 2, 3, 4, 5]",[],[],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",6.663333333333336,"[0.012002340262724778, 0.01037072717541542, 0.010976485126104546, 0.010420410075818816, 0.011379066979445218, 0.00984428012909182]","[-0.004447511135861648, -0.011567610810548636, -0.018127633605591196, -0.026270137234709976, -0.03150277511321868, -0.03524381069344157]","[-0.18579205659686235, -0.19173825137782396, -0.2000118020360968, -0.20849452389037595, -0.21434164278565812, -0.22043936717001628]","[0.012002340262724778, 0.008798250517902825, 0.005891667310466915, 0.00466254638288818, 0.0019363933699547945, -0.0023882678223476513]","[-0.004447511135861648, -0.002498068157711264, -0.0009370778956460968, 0.0017812115647292514, 0.004624364541322395, 0.006583868974882805]","[-0.18579205659686235, -0.18324491158028003, -0.1818951730540548, -0.17853449449195583, -0.1764678266291467, -0.17466077982802053]","[0.0, 0.9480372789570041, 0.9183196736252683, 0.8922135368521259, 0.869279325291706, 0.8483024357273088]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-31 04:00:00,2025-01-31 08:56:00,296.0,0.7476190476190476,"[0.0, 0.8308004402681154, 0.7590258813604638, 0.682116316256397, 0.6144988612974095, 0.5519904634816603]","[-0.04391013521296225, -0.0429352742463733, -0.04032398879219087, -0.03942044360831862, -0.04209206421052266, -0.0437538202736522]","[0.013284721821741672, 0.012551190010151586, 0.013560295433078002, 0.01167111938516927, 0.009390465679935718, 0.011204908707199021]","[-0.04391013521296225, -0.04265414105958801, -0.04258572470357633, -0.04180957520623232, -0.04053246429825202, -0.040092498117295365]","[0.0, 0.9514272114910224, 0.9179695269845909, 0.8881078280117534, 0.860891702007147, 0.8354697385376008]","[0.2350810611249947, 0.20739244188556635, 0.18050724459192014, 0.1572806191941904, 0.13662296259047663, 0.11626736183417538]","[0.013284721821741672, 0.0071324240248615, 0.0027843383416325355, -0.0002494390689723425, -0.003834027719595514, -0.0070657524380813965]","[0.2350810611249947, 0.22353450200291966, 0.21526309734229832, 0.20717346410584903, 0.19981361580161175, 0.1943968865879916]","[0.0, 0.9456950154678512, 0.9023761626900808, 0.8638047102752772, 0.8295235474142192, 0.7983917728249885]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",1.8316666666666663,"[-0.0423817273816007, -0.04173922289994165, -0.038972385790782604, -0.03686661018986719, -0.029958711566720923, -0.02723288805108437]","[-0.1910583762701784, -0.1875901313879131, -0.18426359068919035, -0.17937783495597515, -0.1755451315579606, -0.17191505203652177]","[-0.011455548764055056, -0.012852920422583456, -0.014778287752972243, -0.015041414594154425, -0.016100756621262577, -0.017208458720995298]","[-0.0423817273816007, -0.04297647151958754, -0.04219952851092234, -0.041071503407222834, -0.039512086983081535, -0.04001051475231276]","[-0.1910583762701784, -0.18616981701959162, -0.1827719981215886, -0.17806849421335058, -0.17538251752635162, -0.17188362823392264]","[-0.011455548764055056, -0.007966569574036495, -0.005672322469832685, -0.0031751740856538592, -0.0016695417018933823, 0.0013529905474103765]","[0.0, 0.9545367611897327, 0.9161537972881492, 0.8812682923014501, 0.8506011312823542, 0.8220359398798693]","[0, 1]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-31 09:52:00,2025-01-31 10:32:00,40.0,0.1761904761904762,"[0.0, -0.05499487858190917, -0.0424175845796011, -0.04475947383194346, -0.002979228509484788, -0.01622993257024393]","[-0.05424632360230031, 0.03536262664761784, 0.007310387735526724, 0.0745799146149159, 0.0018805170830647811, -0.016330403460632067]","[0.03789200266231917, 0.005989708557385082, 0.02380101548944267, 0.04891015611948386, 0.024860473996310167, 0.0013982324139000897]","[-0.05424632360230031, 0.009130793719784883, -0.010021448238875248, -0.015309495120723056, 0.0361817511754267, 0.014822581586774792]","[0.0, 0.4024664242628967, 0.27437314977605864, 0.17975141730567906, 0.11196079922986821, 0.03815680518982612]","[0.5987671168452884, 0.39822218038911794, 0.2910926500431225, 0.1801266025033102, 0.11211449987751033, 0.06659429271517311]","[0.03789200266231917, -0.004673795419356364, -0.008130503507404734, -0.0028198797898330063, -0.03581259736618184, -0.015581326406779979]","[0.5987671168452884, 0.6548447923375388, 0.438496806594564, 0.3428786262679642, 0.23341004572725502, 0.10910198874760572]","[0.0, 0.5875563962364343, 0.4033712326463664, 0.26793692085844395, 0.1780219565916318, 0.12543573502090966]",[],[],[0],[],"[1, 3, 4]","[0, 3, 4]","[0, 1, 2]","[0, 1, 2, 4, 5]","[1, 4]",0.0616666666666666,"[0.025195106135362483, 0.03319204810874021, -0.054233113602666236, 0.010696945810000837, 0.02813022166253509, 0.04301633754834949]","[0.26862213092479004, -0.01020915603219918, -0.020298666396316296, 0.0014983996201362562, 0.16800174066524676, -0.047338345806254976]","[0.0667598254234676, 0.021620646817473634, 0.032506032893689, 0.025514516421565218, 0.04007006012194179, -0.021946683293088153]","[0.025195106135362483, -0.03285220533592325, -0.05973308505478469, 0.0036399614042866768, 0.15524672209404253, -0.030871075389411827]","[0.26862213092479004, 0.016338909865399674, -0.024062180227220918, -0.008311826423751046, -0.016121401935431788, -0.0046456226392584815]","[0.0667598254234676, 0.03829838535962397, -0.009776622607581898, 0.006329203482670283, 0.04975841254834558, -0.001560752368325914]","[0.0, -0.11769354786971985, -0.14810822054486109, -0.11367799980393334, 0.5592353170530199, -0.10236813552833478]",[0],[],[],"[0, 2, 4, 5]",[],"[4, 5]","[1, 2, 3, 4, 5]"
2025-01-31 14:55:00,2025-01-31 20:27:00,332.0,6.588414634146342,"[0.0, 0.9133990789843938, 0.8463137737164748, 0.7854463810236396, 0.729290818378938, 0.6787932273494799]","[0.017231677439376272, 0.017526635568381015, 0.01788457579300979, 0.01899304204491915, 0.02103971910080945, 0.022503124014699227]","[0.006393642459655902, 0.008010720354964043, 0.009691362112162337, 0.012724581065405608, 0.016190809196852483, 0.01905592651562787]","[0.017231677439376272, 0.018216960187284695, 0.018878300470368817, 0.01797465462291204, 0.016628359725903902, 0.01671515722052887]","[0.0, 0.9567737560227276, 0.9256195700157152, 0.8953828219694884, 0.8650710283352739, 0.8348199989175898]","[0.9685144599622467, 0.9110960049070789, 0.8660907243458036, 0.8249586423547706, 0.7856035813313105, 0.7479523570266444]","[0.006393642459655902, 0.008521338170139345, 0.009112411038729002, 0.009139591915209527, 0.008277953529157054, 0.008660513614125532]","[0.9685144599622467, 0.9381594613359553, 0.9145673523588762, 0.890508772975489, 0.8645539276145137, 0.8393489162242461]","[0.0, 0.9394360995594766, 0.8947660074720443, 0.8539307207980303, 0.8145031261465101, 0.7776575784131797]","[1, 2, 3, 4, 5]",[],[],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",18.008333333333333,"[0.003522309342795953, 0.0026849072206373316, 0.0025969748954598236, 0.002926147682464121, 0.004202645833193234, 0.0058091925143300685]","[0.0703826983722851, 0.0705633095598867, 0.07040903986375023, 0.06918208140528416, 0.06890642175296514, 0.06930057003108274]","[0.06919349391255357, 0.06969690615108723, 0.06954744823839767, 0.06880561186931494, 0.06896465224985024, 0.069132508482486]","[0.003522309342795953, 0.0010243675083874912, -0.0024948471141207304, -0.005464309663205653, -0.007461686576932539, -0.010701883416162183]","[0.0703826983722851, 0.07155402207463334, 0.07209792387014657, 0.07344799400118907, 0.0754735024979656, 0.07708988205581642]","[0.06919349391255357, 0.06895549922772463, 0.06886362945206148, 0.07057793198160299, 0.07238663786221591, 0.07348439974692393]","[0.0, 0.9508107651613875, 0.9157353219786724, 0.8863912589257796, 0.8585719337512445, 0.8347802575985365]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-01-31 21:59:00,2025-02-01 08:27:00,628.0,2.971290322580645,"[0.0, 0.8826215334999082, 0.8436927664761298, 0.7881745113763732, 0.7427164775957273, 0.6962622497626896]","[0.3110187850689217, 0.3305629140743922, 0.3456513236921235, 0.3572836438516314, 0.36627469740971386, 0.37264277424036996]","[0.3195588021492316, 0.33719162417220877, 0.3493395984811975, 0.35698012394077416, 0.36118910158492357, 0.3624334323992051]","[0.3110187850689217, 0.2880405966199824, 0.26725590125692344, 0.24775958409893895, 0.22882032029533733, 0.21129341649493974]","[0.0, 0.9807510743176644, 0.9470958845237293, 0.9035564379691401, 0.855071319571055, 0.804531528115033]","[0.9278046394504389, 0.8884669331615498, 0.8307786791371667, 0.7628905877461901, 0.6909754594395677, 0.6186132588805205]","[0.3195588021492316, 0.296244649762198, 0.27570195459859226, 0.2559290838521805, 0.23706341805008269, 0.2193885011433782]","[0.9278046394504389, 0.9312035031310647, 0.9119059232478288, 0.8785162144438441, 0.8364949697185158, 0.7900901087900007]","[0.0, 0.9737005254609459, 0.9231239303039227, 0.8574113540088603, 0.7842774531189788, 0.7085814003802732]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",15.35166666666667,"[0.04188848577932703, 0.04047393239319726, 0.038448192758568395, 0.03773641653085688, 0.036700318928099794, 0.03582246688633457]","[0.02753934120525285, 0.027256997676646407, 0.027019194339379497, 0.0265576670747256, 0.025928350956236756, 0.025447300233636155]","[0.021531684972385806, 0.02156585750484978, 0.021625772858643914, 0.021496447971230567, 0.021227179910930136, 0.021180923445129517]","[0.04188848577932703, 0.042702731122743254, 0.04385409860638481, 0.04403992727350943, 0.04423971954863948, 0.04516487631936166]","[0.02753934120525285, 0.02645307469748445, 0.024595859861828745, 0.022187699864874403, 0.0197941994624058, 0.017483834483224853]","[0.021531684972385806, 0.020477170820418337, 0.01841039867142457, 0.01575932386189015, 0.013197475630344664, 0.010639109569252585]","[0.0, 0.9790032357102989, 0.9648212728015113, 0.9516487759598965, 0.9391716794698618, 0.9277862934997648]",[],"[0, 1, 2, 3, 4, 5]",[],[],"[0, 1, 2, 3, 4, 5]",[],"[1, 2, 3, 4, 5]"
2025-02-06 04:17:00,2025-02-06 05:41:00,84.0,2.5047619047619043,"[0.0, 0.6970294832521262, 0.5138528446361118, 0.39397674132586835, 0.2922719706280118, 0.21759387298841762]","[-0.04210693252123104, -0.017599965788312504, -0.004993646491364804, -0.009867199276087524, 0.0004870990581044365, -0.00956063479604901]","[0.04370864347484666, 0.04577799235042556, 0.05113214105481448, 0.04595207398260146, 0.04330293713587762, 0.04233608258539778]","[-0.04210693252123104, -0.02898193574300816, -0.027976862548635305, -0.025158745470934784, -0.014360734217315206, -0.00989099016993208]","[0.0, 0.825115248412611, 0.7352989174017757, 0.654806370251129, 0.5893257526818165, 0.5189126551254789]","[0.5802791164904936, 0.4792153754868149, 0.3922449763792505, 0.3244303734477796, 0.2713890231026188, 0.22565536564528477]","[0.04370864347484666, 0.0038263419995638016, -0.022354515021457636, -0.03242523305153853, -0.04543762158416222, -0.048950675517655216]","[0.5802791164904936, 0.5043102832977873, 0.4611827602449615, 0.41288471431413565, 0.3709135413751898, 0.3301300584882941]","[0.0, 0.7744739651061223, 0.6446437972576592, 0.543132575672094, 0.45474870532342687, 0.38209989586568277]","[1, 2, 3, 4, 5]",[],[0],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",1.7533333333333334,"[0.045266723139295716, 0.05047120513333359, 0.06272066014977502, 0.06344685038233647, 0.07336868332838285, 0.061280233186336464]","[-0.07639443761625597, -0.06104622198807487, -0.052477996520809, -0.050461408997362456, -0.049776937812320315, -0.05695757863246845]","[-0.06589288680891492, -0.05044014474029716, -0.04148881561596171, -0.042859226789161625, -0.04325324089321411, -0.040916985114157686]","[0.045266723139295716, 0.04313258180805565, 0.03552181518532722, 0.020507853364017156, 0.012422114464418139, 0.0037640559580901394]","[-0.07639443761625597, -0.06651397231211024, -0.0699623710694877, -0.07465922973765413, -0.07421179248670255, -0.07794318155261473]","[-0.06589288680891492, -0.037439255900314085, -0.024995966305945763, -0.013149366089639394, -0.013566228452806093, -0.011795094441140661]","[0.0, 0.7944975956677564, 0.6714256219924546, 0.5702068505789445, 0.4850498198664394, 0.4156346330500058]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4, 5]",[],"[1, 2, 3, 4, 5]"
